ecmf prod rt 2021020100 51 046
0288 pf 43 0.394 0.397 0.559 6
0288 pf 44 0.868 1.624 1.842 6
0288 pf 45 0.499 1.070 1.181 6
0288 pf 46 -0.361 2.045 2.077 7
0288 pf 47 0.165 0.566 0.590 6
0288 pf 48 0.731 0.568 0.926 5
0288 pf 49 1.242 0.597 1.378 5
0288 pf 50 0.154 1.492 1.500 6
0312 em 00 0.603 0.946 1.122 6
0312 cf 00 1.089 0.243 1.115 5
0312 pf 01 0.843 0.663 1.072 5
0312 pf 02 0.136 0.804 0.815 6
0312 pf 03 0.690 0.642 0.943 5
0312 pf 04 1.422 -0.216 1.438 4
0312 pf 05 0.552 0.779 0.955 6
0312 pf 06 -0.233 0.916 0.945 7
0312 pf 07 0.860 0.616 1.058 5
0312 pf 08 0.831 1.316 1.557 6
0312 pf 09 0.448 1.044 1.136 6
0312 pf 10 -0.021 1.294 1.294 7
0312 pf 11 1.250 0.786 1.476 5
0312 pf 12 0.742 0.972 1.223 6
0312 pf 13 0.486 0.524 0.714 6
0312 pf 14 -0.142 1.872 1.877 7
0312 pf 15 0.591 1.593 1.699 6
0312 pf 16 1.000 2.392 2.593 6
0312 pf 17 0.287 0.386 0.481 6
0312 pf 18 1.086 0.699 1.292 5
0312 pf 19 0.701 0.789 1.056 6
0312 pf 20 1.089 1.849 2.145 6
0312 pf 21 1.340 -0.042 1.340 4
0312 pf 22 0.781 0.086 0.786 5
0312 pf 23 1.448 0.365 1.494 5
0312 pf 24 0.019 0.933 0.933 6
0312 pf 25 0.755 1.913 2.057 6
0312 pf 26 1.279 -0.183 1.292 4
0312 pf 27 0.247 1.932 1.948 6
0312 pf 28 -0.124 0.421 0.439 7
0312 pf 29 -0.004 0.294 0.294 7
0312 pf 30 0.591 0.827 1.016 6
0312 pf 31 0.400 1.094 1.165 6
0312 pf 32 1.551 1.511 2.165 5
0312 pf 33 0.707 0.277 0.759 5
0312 pf 34 0.903 1.986 2.181 6
0312 pf 35 0.650 -0.485 0.811 4
0312 pf 36 0.697 0.262 0.745 5
0312 pf 37 0.219 1.275 1.294 6
0312 pf 38 0.437 1.589 1.648 6
0312 pf 39 0.331 1.223 1.268 6
0312 pf 40 0.909 1.459 1.719 6
0312 pf 41 -0.855 1.151 1.434 7
0312 pf 42 1.094 0.711 1.305 5
0312 pf 43 0.505 0.209 0.547 5
0312 pf 44 0.821 2.121 2.274 6
0312 pf 45 0.549 1.078 1.210 6
0312 pf 46 -0.229 1.909 1.923 7
0312 pf 47 0.193 0.760 0.784 6
0312 pf 48 1.013 0.778 1.278 5
0312 pf 49 1.503 0.745 1.678 5
0312 pf 50 -0.167 1.406 1.416 7
0336 em 00 0.578 1.012 1.165 6
0336 cf 00 1.285 0.418 1.351 5
0336 pf 01 0.780 0.810 1.124 6
0336 pf 02 -0.019 0.856 0.856 7
0336 pf 03 0.851 0.646 1.069 5
0336 pf 04 1.307 0.158 1.316 5
0336 pf 05 0.579 0.647 0.868 6
0336 pf 06 -0.011 1.311 1.311 7
0336 pf 07 1.026 0.494 1.139 5
0336 pf 08 0.721 1.667 1.816 6
0336 pf 09 0.599 0.999 1.165 6
0336 pf 10 -0.185 1.454 1.466 7
0336 pf 11 1.353 1.009 1.688 5
0336 pf 12 0.687 0.875 1.113 6
0336 pf 13 0.639 0.206 0.672 5
0336 pf 14 -0.267 2.087 2.104 7
0336 pf 15 0.884 1.681 1.900 6
0336 pf 16 0.672 2.492 2.581 6
0336 pf 17 0.100 0.331 0.346 6
0336 pf 18 0.683 0.324 0.756 5
0336 pf 19 0.691 0.653 0.951 5
0336 pf 20 0.843 2.228 2.382 6
0336 pf 21 1.588 0.069 1.589 5
0336 pf 22 0.555 0.029 0.556 5
0336 pf 23 1.311 0.344 1.355 5
0336 pf 24 0.161 1.031 1.044 6
0336 pf 25 0.470 2.046 2.100 6
0336 pf 26 1.179 0.259 1.207 5
0336 pf 27 0.131 2.057 2.061 6
0336 pf 28 -0.124 0.318 0.342 7
0336 pf 29 -0.140 0.139 0.198 8
0336 pf 30 0.659 0.967 1.170 6
0336 pf 31 0.780 0.991 1.261 6
0336 pf 32 1.501 1.385 2.042 5
0336 pf 33 0.743 0.278 0.794 5
0336 pf 34 0.516 2.209 2.268 6
0336 pf 35 0.677 -0.530 0.859 4
0336 pf 36 0.538 0.586 0.795 6
0336 pf 37 0.038 1.265 1.266 6
0336 pf 38 0.572 1.940 2.022 6
0336 pf 39 0.386 1.158 1.221 6
0336 pf 40 0.598 1.797 1.894 6
0336 pf 41 -0.909 1.145 1.462 7
0336 pf 42 1.117 0.956 1.470 5
0336 pf 43 0.652 0.269 0.706 5
0336 pf 44 0.597 2.329 2.405 6
0336 pf 45 0.853 1.104 1.395 6
0336 pf 46 -0.218 1.640 1.654 7
0336 pf 47 -0.038 0.713 0.714 7
0336 pf 48 1.395 1.248 1.871 5
0336 pf 49 1.494 0.805 1.697 5
0336 pf 50 -0.266 1.220 1.248 7
0360 em 00 0.579 1.061 1.208 6
0360 cf 00 1.268 0.735 1.466 5
0360 pf 01 0.898 1.193 1.493 6
0360 pf 02 -0.106 0.796 0.803 7
0360 pf 03 0.900 0.490 1.025 5
0360 pf 04 1.000 0.228 1.026 5
0360 pf 05 0.629 0.347 0.718 5
0360 pf 06 0.111 1.427 1.431 6
0360 pf 07 1.320 0.671 1.481 5
0360 pf 08 0.521 1.938 2.006 6
0360 pf 09 0.880 1.004 1.335 6
0360 pf 10 -0.400 1.659 1.706 7
0360 pf 11 1.524 0.768 1.707 5
0360 pf 12 0.818 0.785 1.134 5
0360 pf 13 0.829 0.257 0.868 5
0360 pf 14 -0.269 1.988 2.006 7
0360 pf 15 1.040 1.780 2.062 6
0360 pf 16 0.321 2.466 2.487 6
0360 pf 17 -0.226 0.525 0.571 7
0360 pf 18 0.306 -0.158 0.345 4
0360 pf 19 0.979 0.644 1.172 5
0360 pf 20 0.766 2.850 2.951 6
0360 pf 21 2.048 0.300 2.070 5
0360 pf 22 0.320 0.047 0.323 5
0360 pf 23 1.321 0.295 1.353 5
0360 pf 24 -0.019 0.897 0.897 7
0360 pf 25 0.248 2.070 2.085 6
0360 pf 26 1.374 0.507 1.465 5
0360 pf 27 0.068 1.877 1.878 6
0360 pf 28 -0.183 0.407 0.447 7
0360 pf 29 -0.107 0.130 0.169 7
0360 pf 30 0.722 0.850 1.115 6
0360 pf 31 1.153 1.007 1.531 5
0360 pf 32 1.310 1.536 2.019 6
0360 pf 33 1.064 0.594 1.219 5
0360 pf 34 0.197 2.262 2.270 6
0360 pf 35 0.798 -0.331 0.864 4
0360 pf 36 0.437 0.958 1.053 6
0360 pf 37 0.036 1.297 1.297 6
0360 pf 38 0.557 2.087 2.160 6
0360 pf 39 -0.008 0.917 0.917 7
0360 pf 40 0.743 2.211 2.333 6
0360 pf 41 -0.904 1.070 1.401 7
0360 pf 42 1.116 1.377 1.772 6
0360 pf 43 0.728 0.360 0.812 5
0360 pf 44 0.295 2.153 2.173 6
0360 pf 45 0.964 0.825 1.269 5
0360 pf 46 -0.289 1.583 1.609 7
0360 pf 47 0.149 0.725 0.741 6
0360 pf 48 1.387 1.305 1.904 5
0360 pf 49 1.525 0.930 1.786 5
0360 pf 50 -0.208 1.097 1.117 7
0384 em 00 0.546 1.064 1.195 6
0384 cf 00 1.054 1.205 1.601 6
0384 pf 01 0.889 1.266 1.547 6
0384 pf 02 0.085 0.867 0.871 6
0384 pf 03 0.673 0.400 0.783 5
0384 pf 04 0.990 0.496 1.107 5
0384 pf 05 0.446 0.103 0.458 5
0384 pf 06 0.450 1.365 1.437 6
0384 pf 07 1.422 0.767 1.616 5
0384 pf 08 0.191 2.064 2.072 6
0384 pf 09 0.805 1.110 1.371 6
0384 pf 10 -0.488 1.563 1.637 7
0384 pf 11 1.429 0.867 1.671 5
0384 pf 12 1.015 0.693 1.229 5
0384 pf 13 0.959 0.300 1.005 5
0384 pf 14 -0.522 1.778 1.853 7
0384 pf 15 0.477 2.025 2.080 6
0384 pf 16 0.104 2.151 2.154 6
0384 pf 17 0.025 0.399 0.400 6
0384 pf 18 0.156 -0.454 0.480 3
0384 pf 19 1.090 0.712 1.303 5
0384 pf 20 0.638 2.950 3.018 6
0384 pf 21 1.977 0.333 2.005 5
0384 pf 22 -0.089 0.409 0.419 7
0384 pf 23 1.412 0.115 1.417 5
0384 pf 24 -0.077 0.904 0.907 7
0384 pf 25 0.212 2.126 2.136 6
0384 pf 26 1.740 0.380 1.781 5
0384 pf 27 0.150 1.964 1.970 6
0384 pf 28 -0.166 0.494 0.521 7
0384 pf 29 -0.263 0.001 0.263 8
0384 pf 30 0.682 0.829 1.073 6
0384 pf 31 1.164 0.919 1.483 5
0384 pf 32 1.015 1.750 2.023 6
0384 pf 33 1.218 1.019 1.588 5
0384 pf 34 0.103 1.919 1.921 6
0384 pf 35 1.184 -0.283 1.218 4
0384 pf 36 0.309 1.408 1.441 6
0384 pf 37 -0.123 1.418 1.423 7
0384 pf 38 0.567 2.270 2.340 6
0384 pf 39 -0.596 0.612 0.854 7
0384 pf 40 0.790 2.217 2.354 6
0384 pf 41 -0.596 1.191 1.332 7
0384 pf 42 1.119 1.424 1.811 6
0384 pf 43 1.119 0.267 1.151 5
0384 pf 44 -0.298 1.765 1.790 7
0384 pf 45 0.545 0.643 0.843 6
0384 pf 46 -0.116 2.033 2.036 7
0384 pf 47 0.473 0.338 0.582 5
0384 pf 48 1.611 1.199 2.008 5
0384 pf 49 1.563 1.077 1.898 5
0384 pf 50 -0.335 0.548 0.643 7
0408 em 00 0.425 1.096 1.176 6
0408 cf 00 0.604 1.549 1.663 6
0408 pf 01 0.761 1.033 1.283 6
0408 pf 02 0.050 0.512 0.514 6
0408 pf 03 0.513 0.642 0.822 6
0408 pf 04 0.528 0.867 1.015 6
0408 pf 05 -0.007 0.046 0.047 7
0408 pf 06 0.280 1.309 1.338 6
0408 pf 07 1.388 1.231 1.855 5
0408 pf 08 0.254 2.171 2.186 6
0408 pf 09 0.692 1.220 1.402 6
0408 pf 10 -0.620 1.682 1.792 7
0408 pf 11 1.415 1.150 1.824 5
0408 pf 12 1.061 0.618 1.228 5
0408 pf 13 0.933 0.114 0.940 5
0408 pf 14 -0.809 1.536 1.736 7
0408 pf 15 -0.294 2.164 2.184 7
0408 pf 16 0.011 1.907 1.907 6
0408 pf 17 0.014 0.309 0.310 6
0408 pf 18 -0.067 -0.641 0.644 2
0408 pf 19 0.885 0.861 1.235 5
0408 pf 20 0.535 3.105 3.151 6
0408 pf 21 1.942 0.470 1.998 5
0408 pf 22 -0.113 0.607 0.617 7
0408 pf 23 1.254 0.381 1.311 5
0408 pf 24 0.146 0.715 0.730 6
0408 pf 25 -0.386 1.854 1.894 7
0408 pf 26 1.912 0.425 1.959 5
0408 pf 27 -0.264 1.693 1.713 7
0408 pf 28 -0.224 0.386 0.447 7
0408 pf 29 -0.367 0.025 0.368 8
0408 pf 30 0.833 0.826 1.173 5
0408 pf 31 1.099 0.836 1.381 5
0408 pf 32 0.287 1.821 1.844 6
0408 pf 33 0.995 1.542 1.835 6
0408 pf 34 0.164 2.032 2.039 6
0408 pf 35 1.235 0.200 1.251 5
0408 pf 36 0.322 1.507 1.542 6
0408 pf 37 -0.000 1.315 1.315 6
0408 pf 38 0.383 2.239 2.271 6
0408 pf 39 -1.098 0.477 1.197 8
0408 pf 40 0.759 2.264 2.388 6
0408 pf 41 -0.267 1.245 1.273 7
0408 pf 42 1.181 1.450 1.870 6
0408 pf 43 1.422 0.253 1.444 5
0408 pf 44 -0.655 1.644 1.770 7
0408 pf 45 0.121 0.546 0.559 6
0408 pf 46 -0.008 2.063 2.063 7
0408 pf 47 0.453 0.000 0.453 5
0408 pf 48 1.693 1.459 2.235 5
0408 pf 49 1.616 1.435 2.161 5
0408 pf 50 -0.441 0.476 0.649 7
0432 em 00 0.287 1.143 1.178 6
0432 cf 00 0.103 1.413 1.417 6
0432 pf 01 0.317 0.996 1.045 6
0432 pf 02 0.303 0.415 0.514 6
0432 pf 03 0.373 0.594 0.701 6
0432 pf 04 0.282 0.880 0.924 6
0432 pf 05 -0.109 0.077 0.134 8
0432 pf 06 0.233 1.560 1.577 6
0432 pf 07 1.420 1.766 2.266 6
0432 pf 08 -0.164 2.299 2.304 7
0432 pf 09 0.935 1.295 1.597 6
0432 pf 10 -0.653 1.505 1.641 7
0432 pf 11 1.064 1.551 1.881 6
0432 pf 12 0.796 0.301 0.851 5
0432 pf 13 0.870 0.187 0.890 5
0432 pf 14 -0.925 1.775 2.002 7
0432 pf 15 -0.991 2.038 2.267 7
0432 pf 16 -0.255 1.563 1.583 7
0432 pf 17 0.142 0.246 0.284 6
0432 pf 18 -0.013 -0.448 0.448 2
0432 pf 19 0.605 0.993 1.163 6
0432 pf 20 -0.012 3.134 3.134 7
0432 pf 21 2.122 0.926 2.315 5
0432 pf 22 0.033 0.783 0.784 6
0432 pf 23 1.060 0.577 1.206 5
0432 pf 24 0.389 0.726 0.823 6
0432 pf 25 -0.813 1.793 1.969 7
0432 pf 26 2.070 0.758 2.205 5
0432 pf 27 -0.514 1.608 1.688 7
0432 pf 28 -0.205 0.365 0.419 7
0432 pf 29 -0.069 0.079 0.105 7
0432 pf 30 0.672 1.232 1.403 6
0432 pf 31 1.041 0.748 1.282 5
0432 pf 32 0.010 1.874 1.874 6
0432 pf 33 0.865 2.144 2.312 6
0432 pf 34 0.117 2.370 2.373 6
0432 pf 35 1.029 0.409 1.107 5
0432 pf 36 0.298 1.600 1.628 6
0432 pf 37 0.019 1.374 1.374 6
0432 pf 38 0.282 2.209 2.227 6
0432 pf 39 -1.220 0.381 1.278 8
0432 pf 40 0.518 1.934 2.002 6
0432 pf 41 -0.355 1.069 1.127 7
0432 pf 42 0.865 1.454 1.692 6
0432 pf 43 1.207 0.199 1.223 5
0432 pf 44 -1.024 1.656 1.947 7
0432 pf 45 0.015 0.306 0.306 6
0432 pf 46 -0.024 1.623 1.623 7
0432 pf 47 0.402 -0.224 0.460 4
0432 pf 48 1.313 1.711 2.157 6
0432 pf 49 1.411 1.772 2.265 6
0432 pf 50 -0.708 0.326 0.779 8
0456 em 00 0.187 1.192 1.206 6
0456 cf 00 -0.260 1.576 1.598 7
0456 pf 01 -0.096 1.136 1.140 7
0456 pf 02 0.239 0.453 0.512 6
0456 pf 03 0.338 0.747 0.820 6
0456 pf 04 0.309 1.072 1.116 6
0456 pf 05 -0.112 0.031 0.116 8
0456 pf 06 0.597 1.805 1.901 6
0456 pf 07 1.334 2.453 2.792 6
0456 pf 08 -0.425 2.157 2.199 7
0456 pf 09 1.044 1.253 1.631 6
0456 pf 10 -0.528 1.438 1.532 7
0456 pf 11 0.786 1.767 1.934 6
0456 pf 12 0.149 0.199 0.248 6
0456 pf 13 0.638 0.187 0.665 5
0456 pf 14 -0.560 1.143 1.273 7
0456 pf 15 -1.252 2.176 2.510 7
0456 pf 16 -0.395 1.144 1.210 7
0456 pf 17 0.155 0.130 0.202 5
0456 pf 18 0.028 -0.328 0.330 3
0456 pf 19 0.791 1.041 1.307 6
0456 pf 20 -0.480 3.019 3.057 7
0456 pf 21 2.287 1.464 2.716 5
0456 pf 22 0.266 0.808 0.850 6
0456 pf 23 1.002 0.812 1.290 5
0456 pf 24 0.479 0.726 0.870 6
0456 pf 25 -0.855 1.719 1.920 7
0456 pf 26 2.170 0.961 2.374 5
0456 pf 27 -0.781 1.727 1.896 7
0456 pf 28 0.090 0.385 0.395 6
0456 pf 29 0.029 0.003 0.029 5
0456 pf 30 0.917 1.734 1.962 6
0456 pf 31 0.907 0.695 1.143 5
0456 pf 32 -0.447 1.929 1.980 7
0456 pf 33 0.680 2.221 2.323 6
0456 pf 34 -0.408 2.262 2.299 7
0456 pf 35 0.760 0.667 1.011 5
0456 pf 36 0.135 1.786 1.791 6
0456 pf 37 -0.127 1.353 1.359 7
0456 pf 38 0.472 2.562 2.605 6
0456 pf 39 -1.230 0.201 1.246 8
0456 pf 40 0.571 2.005 2.084 6
0456 pf 41 -0.275 0.878 0.920 7
0456 pf 42 0.276 1.642 1.665 6
0456 pf 43 0.765 0.441 0.883 5
0456 pf 44 -0.932 1.504 1.770 7
0456 pf 45 0.027 -0.121 0.124 3
0456 pf 46 -0.210 1.568 1.582 7
0456 pf 47 0.457 -0.105 0.469 4
0456 pf 48 0.796 2.206 2.345 6
0456 pf 49 1.146 1.845 2.172 6
0456 pf 50 -1.176 0.109 1.181 8
0480 em 00 0.068 1.225 1.227 6
0480 cf 00 -0.572 1.594 1.694 7
0480 pf 01 -0.445 1.060 1.150 7
0480 pf 02 0.090 0.464 0.473 6
0480 pf 03 -0.020 1.212 1.212 7
0480 pf 04 0.552 1.167 1.291 6
0480 pf 05 0.145 -0.090 0.171 4
0480 pf 06 0.991 2.024 2.254 6
0480 pf 07 0.981 2.744 2.914 6
0480 pf 08 -0.453 1.978 2.029 7
0480 pf 09 0.907 1.106 1.430 6
0480 pf 10 -0.426 1.444 1.505 7
0480 pf 11 0.317 1.789 1.817 6
0480 pf 12 -0.353 0.025 0.354 8
0480 pf 13 0.975 0.219 1.000 5
0480 pf 14 -0.559 0.944 1.097 7
0480 pf 15 -1.579 2.140 2.660 7
0480 pf 16 -0.659 0.905 1.119 7
0480 pf 17 0.297 0.152 0.333 5
0480 pf 18 0.180 -0.124 0.219 4
0480 pf 19 1.014 1.324 1.668 6
0480 pf 20 -1.010 3.032 3.196 7
0480 pf 21 1.681 1.684 2.379 6
0480 pf 22 0.186 0.753 0.775 6
0480 pf 23 0.995 1.135 1.509 6
0480 pf 24 0.403 1.045 1.120 6
0480 pf 25 -0.920 1.790 2.012 7
0480 pf 26 1.918 1.190 2.258 5
0480 pf 27 -0.996 1.779 2.038 7
0480 pf 28 0.322 0.570 0.655 6
0480 pf 29 0.145 -0.070 0.161 4
0480 pf 30 1.359 2.031 2.443 6
0480 pf 31 0.760 0.546 0.936 5
0480 pf 32 -0.633 1.647 1.764 7
0480 pf 33 0.577 1.881 1.967 6
0480 pf 34 -0.749 2.128 2.256 7
0480 pf 35 0.547 0.923 1.073 6
0480 pf 36 0.245 1.923 1.938 6
0480 pf 37 -0.459 1.219 1.302 7
0480 pf 38 0.497 2.841 2.884 6
0480 pf 39 -1.504 0.013 1.504 8
0480 pf 40 0.261 2.305 2.319 6
0480 pf 41 -0.293 0.912 0.958 7
0480 pf 42 -0.283 1.798 1.820 7
0480 pf 43 0.579 0.581 0.820 6
0480 pf 44 -0.851 0.966 1.287 7
0480 pf 45 -0.046 -0.408 0.411 2
0480 pf 46 -0.679 1.811 1.934 7
0480 pf 47 0.757 0.152 0.772 5
0480 pf 48 0.519 2.379 2.435 6
0480 pf 49 0.629 1.824 1.929 6
0480 pf 50 -1.180 -0.117 1.185 1
0504 em 00 -0.109 1.241 1.246 7
0504 cf 00 -0.999 1.537 1.833 7
0504 pf 01 -0.649 1.136 1.309 7
0504 pf 02 -0.226 0.529 0.576 7
0504 pf 03 -0.342 1.582 1.619 7
0504 pf 04 0.642 1.344 1.489 6
0504 pf 05 0.063 -0.066 0.091 3
0504 pf 06 0.658 2.324 2.415 6
0504 pf 07 0.614 2.899 2.964 6
0504 pf 08 -0.912 1.481 1.739 7
0504 pf 09 0.842 0.973 1.287 6
0504 pf 10 -0.539 1.920 1.994 7
0504 pf 11 -0.527 1.967 2.037 7
0504 pf 12 -0.525 0.213 0.567 8
0504 pf 13 0.954 0.258 0.988 5
0504 pf 14 -0.835 0.865 1.202 7
0504 pf 15 -1.859 2.288 2.948 7
0504 pf 16 -0.817 0.457 0.936 8
0504 pf 17 0.227 0.321 0.393 6
0504 pf 18 0.395 0.160 0.426 5
0504 pf 19 0.499 1.267 1.362 6
0504 pf 20 -1.643 2.550 3.033 7
0504 pf 21 1.223 1.687 2.084 6
0504 pf 22 0.120 0.852 0.860 6
0504 pf 23 0.808 1.151 1.406 6
0504 pf 24 0.211 1.227 1.245 6
0504 pf 25 -0.953 2.142 2.344 7
0504 pf 26 1.461 1.236 1.914 5
0504 pf 27 -0.735 1.480 1.653 7
0504 pf 28 0.534 1.047 1.175 6
0504 pf 29 -0.073 0.002 0.073 8
0504 pf 30 1.259 1.941 2.314 6
0504 pf 31 0.670 0.725 0.987 6
0504 pf 32 -0.776 1.485 1.675 7
0504 pf 33 0.354 1.610 1.649 6
0504 pf 34 -1.299 1.821 2.237 7
0504 pf 35 0.617 0.999 1.174 6
0504 pf 36 0.655 2.062 2.164 6
0504 pf 37 -0.786 1.101 1.353 7
0504 pf 38 0.535 3.105 3.151 6
0504 pf 39 -1.717 -0.261 1.737 1
0504 pf 40 -0.077 2.365 2.367 7
0504 pf 41 -0.271 0.713 0.763 7
0504 pf 42 -0.733 2.013 2.142 7
0504 pf 43 0.519 0.535 0.745 6
0504 pf 44 -0.846 0.385 0.930 8
0504 pf 45 0.056 -0.498 0.501 3
0504 pf 46 -0.972 1.717 1.973 7
0504 pf 47 1.161 0.592 1.303 5
0504 pf 48 0.013 2.174 2.174 6
0504 pf 49 0.486 2.011 2.069 6
0504 pf 50 -1.345 -0.270 1.372 1
0528 em 00 -0.270 1.234 1.263 7
0528 cf 00 -1.293 1.416 1.917 7
0528 pf 01 -0.729 0.849 1.119 7
0528 pf 02 -0.438 0.773 0.888 7
0528 pf 03 -0.795 1.178 1.421 7
0528 pf 04 0.785 1.211 1.443 6
0528 pf 05 -0.079 0.268 0.279 7
0528 pf 06 0.166 2.471 2.477 6
0528 pf 07 0.023 3.134 3.134 6
0528 pf 08 -1.754 0.986 2.012 8
0528 pf 09 0.864 0.969 1.298 6
0528 pf 10 -0.694 2.299 2.401 7
0528 pf 11 -1.030 1.981 2.232 7
0528 pf 12 -0.338 0.404 0.526 7
0528 pf 13 0.899 0.610 1.087 5
0528 pf 14 -1.010 0.916 1.363 8
0528 pf 15 -1.912 2.460 3.115 7
0528 pf 16 -0.992 -0.192 1.010 1
0528 pf 17 0.061 0.271 0.278 6
0528 pf 18 0.583 0.383 0.697 5
0528 pf 19 0.334 1.200 1.245 6
0528 pf 20 -2.246 2.012 3.015 8
0528 pf 21 0.601 1.354 1.482 6
0528 pf 22 -0.041 1.074 1.075 7
0528 pf 23 0.661 1.487 1.627 6
0528 pf 24 -0.086 1.571 1.573 7
0528 pf 25 -1.109 2.198 2.462 7
0528 pf 26 1.179 1.454 1.871 6
0528 pf 27 -0.429 1.565 1.623 7
0528 pf 28 0.373 1.328 1.379 6
0528 pf 29 -0.293 -0.197 0.353 1
0528 pf 30 0.623 2.266 2.350 6
0528 pf 31 0.582 1.108 1.251 6
0528 pf 32 -0.582 1.357 1.477 7
0528 pf 33 -0.032 1.962 1.963 7
0528 pf 34 -1.860 1.672 2.501 8
0528 pf 35 0.775 0.927 1.208 6
0528 pf 36 0.962 2.120 2.328 6
0528 pf 37 -1.142 0.736 1.359 8
0528 pf 38 0.428 2.939 2.970 6
0528 pf 39 -1.619 -0.134 1.625 1
0528 pf 40 -0.282 2.115 2.134 7
0528 pf 41 -0.421 0.366 0.558 8
0528 pf 42 -0.966 2.088 2.301 7
0528 pf 43 0.851 0.493 0.984 5
0528 pf 44 -0.712 0.330 0.785 8
0528 pf 45 0.152 -0.478 0.502 3
0528 pf 46 -0.982 1.160 1.519 7
0528 pf 47 1.215 0.814 1.463 5
0528 pf 48 -0.192 2.050 2.059 7
0528 pf 49 0.211 1.804 1.817 6
0528 pf 50 -1.415 -0.370 1.462 1
0552 em 00 -0.429 1.168 1.245 7
0552 cf 00 -1.264 1.149 1.708 8
0552 pf 01 -0.804 0.763 1.108 8
0552 pf 02 -0.722 1.117 1.330 7
0552 pf 03 -1.479 1.054 1.816 8
0552 pf 04 0.940 0.897 1.299 5
0552 pf 05 -0.235 0.476 0.530 7
0552 pf 06 -0.190 2.273 2.281 7
0552 pf 07 -0.911 3.184 3.312 7
0552 pf 08 -2.083 0.254 2.098 8
0552 pf 09 0.736 1.021 1.259 6
0552 pf 10 -1.054 2.644 2.846 7
0552 pf 11 -1.154 1.773 2.116 7
0552 pf 12 -0.354 0.283 0.453 8
0552 pf 13 1.016 0.773 1.277 5
0552 pf 14 -0.945 0.556 1.097 8
0552 pf 15 -1.876 2.570 3.182 7
0552 pf 16 -1.110 -0.374 1.171 1
0552 pf 17 -0.065 0.576 0.580 7
0552 pf 18 0.578 0.314 0.658 5
0552 pf 19 -0.069 1.216 1.218 7
0552 pf 20 -2.226 1.603 2.743 8
0552 pf 21 -0.014 0.989 0.989 7
0552 pf 22 0.124 0.992 1.000 6
0552 pf 23 0.252 1.552 1.573 6
0552 pf 24 -0.248 1.690 1.708 7
0552 pf 25 -1.467 2.300 2.728 7
0552 pf 26 1.075 1.999 2.270 6
0552 pf 27 -0.121 1.702 1.706 7
0552 pf 28 0.037 1.525 1.525 6
0552 pf 29 -0.546 -0.540 0.768 1
0552 pf 30 0.101 2.325 2.328 6
0552 pf 31 0.248 1.232 1.257 6
0552 pf 32 -0.273 0.981 1.018 7
0552 pf 33 -0.464 2.110 2.161 7
0552 pf 34 -1.884 1.625 2.488 8
0552 pf 35 0.828 1.023 1.316 6
0552 pf 36 0.411 2.158 2.197 6
0552 pf 37 -1.267 0.549 1.381 8
0552 pf 38 0.003 2.669 2.669 6
0552 pf 39 -1.702 -0.118 1.706 1
0552 pf 40 -0.243 1.764 1.781 7
0552 pf 41 -0.267 0.067 0.275 8
0552 pf 42 -0.829 1.637 1.835 7
0552 pf 43 0.542 0.455 0.708 5
0552 pf 44 -0.966 0.152 0.978 8
0552 pf 45 0.161 -0.506 0.531 3
0552 pf 46 -0.629 0.679 0.926 7
0552 pf 47 1.188 1.108 1.625 5
0552 pf 48 -0.268 2.012 2.030 7
0552 pf 49 -0.177 1.705 1.715 7
0552 pf 50 -1.551 -0.566 1.651 1
0576 em 00 -0.548 1.055 1.189 7
0576 cf 00 -1.122 0.653 1.298 8
0576 pf 01 -0.497 0.606 0.784 7
0576 pf 02 -0.811 1.381 1.602 7
0576 pf 03 -1.910 0.770 2.059 8
0576 pf 04 1.043 0.844 1.341 5
0576 pf 05 -0.465 0.618 0.773 7
0576 pf 06 -0.557 1.937 2.015 7
0576 pf 07 -1.273 2.742 3.023 7
0576 pf 08 -1.965 -0.292 1.986 1
0576 pf 09 0.456 0.902 1.011 6
0576 pf 10 -1.293 2.585 2.890 7
0576 pf 11 -1.091 1.203 1.624 7
0576 pf 12 -0.569 -0.091 0.576 1
0576 pf 13 0.762 0.798 1.103 6
0576 pf 14 -0.971 0.439 1.066 8
0576 pf 15 -1.993 2.434 3.146 7
0576 pf 16 -0.992 -0.243 1.021 1
0576 pf 17 0.084 0.504 0.511 6
0576 pf 18 0.375 0.474 0.604 6
0576 pf 19 -0.306 1.158 1.198 7
0576 pf 20 -2.419 1.218 2.708 8
0576 pf 21 -0.220 0.674 0.709 7
0576 pf 22 0.373 0.919 0.992 6
0576 pf 23 0.223 1.784 1.798 6
0576 pf 24 -0.306 1.614 1.643 7
0576 pf 25 -1.749 1.987 2.647 7
0576 pf 26 1.139 2.198 2.475 6
0576 pf 27 -0.074 1.793 1.794 7
0576 pf 28 -0.247 1.482 1.502 7
0576 pf 29 -1.007 -0.810 1.292 1
0576 pf 30 -0.185 2.006 2.015 7
0576 pf 31 -0.289 1.306 1.338 7
0576 pf 32 0.105 1.049 1.054 6
0576 pf 33 -0.446 1.939 1.989 7
0576 pf 34 -1.848 1.205 2.207 8
0576 pf 35 0.423 1.331 1.397 6
0576 pf 36 -0.355 2.170 2.199 7
0576 pf 37 -1.370 0.814 1.594 8
0576 pf 38 -0.771 2.729 2.836 7
0576 pf 39 -1.338 -0.251 1.361 1
0576 pf 40 -0.348 1.907 1.939 7
0576 pf 41 -0.358 0.064 0.363 8
